t_N1000,I_N1000,t_N2500,I_N2500,t_N5000,I_N5000,t_N7500,I_N7500,t_N10000,I_N10000,t_N12500,I_N12500,t_N15000,I_N15000,t_N20000,I_N20000
0.0,0.0,0.0,0.0,14.808,3.0032639780363017,9.872,1.4213269447599777,7.404,0.22447074505850037,5.9232000000000005,0.056319836285412976,4.936,0.02180184493253009,3.702,0.006594917257694086
0.0,0.0,0.0,0.0,14.812000000000001,3.0033714111626844,9.874666666666666,1.4232858067783216,7.406000000000001,0.22487557042346565,5.9248,0.056405954304718994,4.937333333333333,0.021829944977991945,3.7030000000000003,0.006601323540785161
0.0,0.0,0.0,0.0,14.816,3.0034784345950607,9.877333333333333,1.4252449783746388,7.408,0.22528106727642602,5.9264,0.05649220150547762,4.938666666666666,0.021858080978087006,3.704,0.006607736033325301
0.0,0.0,0.0,0.0,14.82,3.0035850498664884,9.879999999999999,1.4272044530253265,7.41,0.22568723651970218,5.928,0.05657857807381479,4.9399999999999995,0.02188625297814149,3.705,0.006614154741306752
0.0,0.0,0.0,0.0,14.824,3.003691258504512,9.882666666666667,1.4291642242027238,7.412,0.22609407905605952,5.929600000000001,0.05666508419610164,4.941333333333334,0.021914461023536995,3.706,0.006620579670727479
0.0,0.0,0.0,0.0,14.828000000000001,3.0037970620311842,9.885333333333334,1.431124285375194,7.414000000000001,0.2265015957887041,5.9312000000000005,0.05675172005895394,4.942666666666667,0.021942705159710616,3.7070000000000003,0.006627010827591195
0.0,0.0,0.0,0.0,14.832,3.003902461963082,9.888,1.433084630007218,7.416,0.22690978762128064,5.9328,0.05683848584923275,4.944,0.021970985432154904,3.708,0.006633448217907335
0.0,0.0,0.0,0.0,14.836,3.004007459811323,9.890666666666666,1.4350452515594754,7.418,0.22731865545786928,5.9344,0.05692538175404489,4.945333333333333,0.021999301886418056,3.709,0.006639891847691099
0.0,0.0,0.0,0.0,14.84,3.0041120570815876,9.893333333333333,1.4370061434889345,7.42,0.22772820020298262,5.936,0.05701240796074256,4.946666666666666,0.02202765456810386,3.71,0.006646341722963435
0.0,0.0,0.0,0.0,14.844000000000001,3.0042162552741356,9.895999999999999,1.4389672992489377,7.422000000000001,0.2281384227615631,5.937600000000001,0.05709956465692433,4.9479999999999995,0.022056043522871806,3.7110000000000003,0.006652797849751048
0.0,0.0,0.0,0.0,14.848,3.0043200558838197,9.898666666666667,1.4409287122892904,7.424,0.22854932403897912,5.9392000000000005,0.05718685203043471,4.949333333333334,0.02208446879643725,3.712,0.006659260234086414
0.0,0.0,0.0,0.0,14.852,3.0044234604001097,9.901333333333334,1.4428903760563434,7.426,0.22896090494102342,5.9408,0.0572742702693647,4.950666666666667,0.022112930434571194,3.713,0.006665728882007756
0.0,0.0,0.0,0.0,14.856,3.004526470307105,9.904,1.4448522839930864,7.428,0.22937316637390903,5.9424,0.0573618195620523,4.952,0.022141428483100734,3.714,0.006672203799559097
0.0,0.0,0.0,0.0,14.86,3.004629087083558,9.906666666666666,1.4468144295392316,7.43,0.22978610924426673,5.944,0.05744950009708236,4.953333333333333,0.022169962987908815,3.715,0.006678684992790226
0.0,0.0,0.0,0.0,14.864,3.0047313122028845,9.909333333333333,1.4487768061313027,7.432,0.23019973445914213,5.945600000000001,0.05753731206328682,4.954666666666666,0.022198533994934443,3.716,0.006685172467756736
0.0,0.0,0.0,0.0,14.868,3.004833147133187,9.911999999999999,1.4507394072027218,7.434,0.23061404292599155,5.9472000000000005,0.05762525564974532,4.9559999999999995,0.022227141550172694,3.717,0.0066916662305199675
0.0,0.0,0.0,0.0,14.872,3.0049345933372713,9.914666666666667,1.4527022261838973,7.436,0.23102903555268095,5.9488,0.05771333104578522,4.957333333333334,0.022255785699674797,3.718,0.006698166287147102
0.0,0.0,0.0,0.0,14.876,3.0050356522726607,9.917333333333334,1.4546652565023084,7.438,0.23144471324748123,5.9504,0.057801538440981626,4.958666666666667,0.022284466489548238,3.719,0.006704672643711108
0.0,0.0,0.0,0.0,14.88,3.0051363253916183,9.92,1.4566284915825995,7.44,0.23186107691906596,5.952,0.05788987802515828,4.96,0.022313183965956735,3.72,0.006711185306290755
0.0,0.0,0.0,0.0,14.884,3.0052366141411615,9.922666666666666,1.4585919248466626,7.442,0.23227812747650736,5.953600000000001,0.05797834998838709,4.961333333333333,0.02234193817512035,3.721,0.006717704280970622
0.0,0.0,0.0,0.0,14.888,3.005336519963079,9.925333333333333,1.4605555497137281,7.444,0.23269586582927454,5.9552000000000005,0.058066954520988694,4.962666666666666,0.022370729163315606,3.722,0.006724229573841118
0.0,0.0,0.0,0.0,14.892,3.00543604429395,9.927999999999999,1.4625193596004507,7.446,0.2331142928872294,5.9568,0.05815569181353303,4.9639999999999995,0.02239955697687544,3.723,0.0067307611909984775
0.0,0.0,0.0,0.0,14.896,3.005535188565161,9.930666666666667,1.4644833479210007,7.448,0.23353340956062443,5.9584,0.05824456205683884,4.965333333333334,0.02242842166218934,3.724,0.006737299138544745
0.0,0.0,0.0,0.0,14.9,3.0056339542029216,9.933333333333334,1.4664475080871453,7.45,0.2339532167600977,5.96,0.058333565441974725,4.966666666666667,0.022457323265703412,3.725,0.006743843422587816
0.0,0.0,0.0,0.0,14.904,3.0057323426282836,9.936,1.4684118335083463,7.452,0.2343737153966719,5.961600000000001,0.05842270216025897,4.968,0.022486261833920412,3.726,0.00675039404924142
0.0,0.0,0.0,0.0,14.908,3.0058303552571566,9.938666666666666,1.4703763175918427,7.454,0.23479490638174993,5.9632000000000005,0.058511972403259414,4.969333333333333,0.022515237413399815,3.727,0.006756951024625138
0.0,0.0,0.0,0.0,14.912,3.0059279935003267,9.941333333333333,1.472340953742739,7.456,0.23521679062711204,5.9648,0.05860137636279462,4.970666666666666,0.022544250050757934,3.728,0.006763514354864387
0.0,0.0,0.0,0.0,14.916,3.0060252587634717,9.943999999999999,1.4743057353640954,7.458,0.23563936904491248,5.9664,0.058690914230933554,4.9719999999999995,0.022573299792667898,3.729,0.0067700840460904604
0.0,0.0,0.0,0.0,14.92,3.006122152447182,9.946666666666667,1.4762706558570178,7.46,0.23606264254767637,5.968,0.05878058619999569,4.973333333333334,0.02260238668585976,3.73,0.006776660104440484
0.0,0.0,0.0,0.0,14.924,3.0062186759469705,9.949333333333334,1.4782357086207376,7.462,0.23648661204829657,5.969600000000001,0.058870392462551636,4.974666666666667,0.02263151077712058,3.731,0.0067832425360574945
0.0,0.0,0.0,0.0,14.928,3.0063148306532965,9.952,1.4802008870527141,7.464,0.23691127846003043,5.9712000000000005,0.05896033321142326,4.976,0.022660672113294464,3.732,0.006789831347090357
0.0,0.0,0.0,0.0,14.932,3.00641061795158,9.954666666666666,1.4821661845487115,7.466,0.23733664269649582,5.9728,0.05905040863968375,4.977333333333333,0.02268987074128262,3.733,0.00679642654369384
0.0,0.0,0.0,0.0,14.936,3.0065060392222174,9.957333333333333,1.4841315945028948,7.468,0.2377627056716692,5.9744,0.059140618940658155,4.978666666666666,0.02271910670804344,3.734,0.006803028132028593
0.0,0.0,0.0,0.0,14.94,3.0066010958405998,9.959999999999999,1.486097110307914,7.47,0.23818946829988133,5.976,0.059230964307923496,4.9799999999999995,0.022748380060592596,3.735,0.006809636118261148
0.0,0.0,0.0,0.0,14.944,3.0066957891771287,9.962666666666665,1.4880627253549952,7.472,0.23861693149581414,5.977600000000001,0.059321444935309026,4.981333333333333,0.022777690846003028,3.736,0.00681625050856395
0.0,0.0,0.0,0.0,14.948,3.006790120597235,9.965333333333334,1.4900284330340299,7.474,0.23904509617449748,5.9792000000000005,0.05941206101689633,4.982666666666667,0.022807039111405088,3.737,0.006822871309115311
0.0,0.0,0.0,0.0,14.952,3.0068840914613912,9.968,1.4919942267336597,7.476,0.23947396325130593,5.9808,0.05950281274701988,4.984,0.022836424903986553,3.738,0.006829498526099462
0.0,0.0,0.0,0.0,14.956,3.0069777031251337,9.970666666666666,1.493960099841372,7.478,0.23990353364195538,5.9824,0.05959370032026704,4.985333333333333,0.02286584827099267,3.739,0.006836132165706576
0.0,0.0,0.0,0.0,14.96,3.0070709569390743,9.973333333333333,1.4959260457435832,7.48,0.24033380826249956,5.984,0.0596847239314785,4.986666666666666,0.02289530925972633,3.74,0.006842772234132712
0.0,0.0,0.0,0.0,14.964,3.0071638542489207,9.975999999999999,1.4978920578257302,7.482,0.24076478802932622,5.985600000000001,0.059775883775748315,4.9879999999999995,0.022924807917548015,3.741,0.0068494187375798335
0.0,0.0,0.0,0.0,14.968,3.0072563963954897,9.978666666666665,1.49985812947236,7.484,0.24119647385915513,5.9872000000000005,0.059867180048424166,4.989333333333333,0.022954344291875893,3.742,0.006856071682255888
0.0,0.0,0.0,0.0,14.972,3.007348584714726,9.981333333333334,1.501824254067218,7.486,0.24162886666903324,5.9888,0.05995861294510804,4.990666666666667,0.022983918430186007,3.743,0.006862731074374704
0.0,0.0,0.0,0.0,14.976,3.007440420537717,9.984,1.5037904249933318,7.488,0.24206196737633195,5.9904,0.06005018266165575,4.992,0.023013530380012037,3.744,0.006869396920156079
0.0,0.0,0.0,0.0,14.98,3.0075319051907106,9.986666666666666,1.5057566356331111,7.49,0.24249577689874316,5.992,0.06014188939417789,4.993333333333333,0.023043180188945713,3.745,0.0068760692258257525
0.0,0.0,0.0,0.0,14.984,3.0076230399951305,9.989333333333333,1.5077228793684283,7.492,0.24293029615427658,5.993600000000001,0.06023373333903962,4.994666666666666,0.023072867904636706,3.746,0.006882747997615389
0.0,0.0,0.0,0.0,14.988,3.0077138262675924,9.991999999999999,1.5096891495807108,7.494,0.24336552606125572,5.9952000000000005,0.060325714692860945,4.9959999999999996,0.023102593574792663,3.747,0.006889433241762654
0.0,0.0,0.0,0.0,14.992,3.0078042653199217,9.994666666666665,1.5116554396510296,7.496,0.2438014675383146,5.9968,0.06041783365251746,4.997333333333333,0.023132357247179408,3.748,0.00689612496451113
0.0,0.0,0.0,0.0,14.996,3.007894358459168,9.997333333333334,1.5136217429601881,7.498,0.2442381215043941,5.9984,0.0605100904151398,4.998666666666667,0.02316215896962083,3.749,0.006902823172110397
0.0,0.0,0.0,0.0,15.0,3.007984106987621,10.0,1.51558805288881,7.5,0.24467548887873858,6.0,0.060602485178114646,5.0,0.02319199878999915,3.75,0.00690952787081598
0.0,0.0,0.0,0.0,15.004,3.008073512202827,10.002666666666666,1.5175543628174317,7.502,0.24511357058089234,6.001600000000001,0.06069501813908448,5.001333333333333,0.023221876756254794,3.751,0.0069162390668894205
0.0,0.0,0.0,0.0,15.008000000000001,3.008162575397608,10.005333333333333,1.5195206661265892,7.5040000000000004,0.24555236753069618,6.0032000000000005,0.06078768949594788,5.002666666666666,0.023251792916386557,3.7520000000000002,0.006922956766598204
0.0,0.0,0.0,0.0,15.012,3.0082512978600717,10.008,1.5214869561969082,7.506,0.24599188064828326,6.0048,0.06088049944686025,5.004,0.023281747318451715,3.753,0.006929680976215838
0.0,0.0,0.0,0.0,15.016,3.008339680873633,10.010666666666665,1.5234532264091907,7.508,0.24643211085407637,6.0064,0.06097344819023333,5.005333333333333,0.023311740010565966,3.754,0.006936411702021797
0.0,0.0,0.0,0.0,15.02,3.008427725717027,10.013333333333334,1.5254194701445096,7.51,0.24687305906878398,6.008,0.061066535924735973,5.006666666666667,0.02334177104090367,3.755,0.006943148950301576
0.0,0.0,0.0,0.0,15.024000000000001,3.0085154336643254,10.016,1.5273856807842885,7.5120000000000005,0.24731472621339667,6.009600000000001,0.06115976284929439,5.008,0.023371840457697603,3.7560000000000002,0.006949892727346675
0.0,0.0,0.0,0.0,15.028,3.008602805984952,10.018666666666666,1.5293518517104028,7.514,0.24775711320918292,6.0112000000000005,0.06125312916309189,5.009333333333333,0.023401948309239452,3.757,0.006956643039454597
0.0,0.0,0.0,0.0,15.032,3.008689843943699,10.021333333333333,1.5313179763052587,7.516,0.2482002209776866,6.0128,0.06134663506556974,5.010666666666666,0.02343209464387952,3.758,0.006963399892928854
0.0,0.0,0.0,0.0,15.036,3.008776548800744,10.024,1.5332840479518883,7.518,0.2486440504407223,6.0144,0.06144028075642726,5.012,0.023462279510027023,3.759,0.006970163294079018
0.0,0.0,0.0,0.0,15.040000000000001,3.008862921811663,10.026666666666666,1.5352500600340357,7.5200000000000005,0.24908860252037285,6.016,0.06153406643562162,5.013333333333333,0.02349250295614999,3.7600000000000002,0.006976933249220661
0.0,0.0,0.0,0.0,15.044,3.008948964227447,10.029333333333334,1.5372160059362485,7.522,0.2495338781389838,6.017600000000001,0.06162799230336882,5.014666666666667,0.02352276503077547,3.761,0.0069837097646753745
0.0,0.0,0.0,0.0,15.048,3.0090346772945193,10.032,1.5391818790439609,7.524,0.24997987821916176,6.0192000000000005,0.06172205856014333,5.016,0.02355306578248941,3.762,0.006990492846770825
0.0,0.0,0.0,0.0,15.052,3.009120062254748,10.034666666666666,1.5411476727435907,7.526,0.2504266036837692,6.0208,0.0618162654066785,5.017333333333333,0.023583405259937015,3.763,0.006997282501840708
0.0,0.0,0.0,0.0,15.056000000000001,3.009205120345465,10.037333333333333,1.5431133804226245,7.5280000000000005,0.2508740554559216,6.0224,0.06191061304396721,5.018666666666666,0.02361378351182251,3.7640000000000002,0.007004078736224781
0.0,0.0,0.0,0.0,15.06,3.0092898527994785,10.04,1.5450789954697057,7.53,0.2513222344589829,6.024,0.06200510167326139,5.02,0.023644200586909383,3.765,0.0070108815562688375
0.0,0.0,0.0,0.0,15.064,3.0093742608450897,10.042666666666666,1.5470445112747249,7.532,0.251771141616563,6.0256,0.062099731496072966,5.021333333333333,0.023674656534020448,3.766,0.007017690968324751
0.0,0.0,0.0,0.0,15.068,3.0094583457061086,10.045333333333334,1.5490099212289095,7.534,0.25222077785251246,6.027200000000001,0.06219450271417374,5.022666666666667,0.02370515140203784,3.767,0.007024506978750463
0.0,0.0,0.0,0.0,15.072000000000001,3.009542108601868,10.048,1.5509752187249075,7.5360000000000005,0.25267114409092,6.0288,0.062289415529595424,5.024,0.023735685239903048,3.7680000000000002,0.007031329593909985
0.0,0.0,0.0,0.0,15.076,3.0096255507472414,10.050666666666666,1.5529403971568836,7.538,0.2531222412561079,6.0304,0.06238447014463064,5.025333333333333,0.02376625809661717,3.769,0.007038158820173414
0.0,0.0,0.0,0.0,15.08,3.0097086733526535,10.053333333333333,1.5549054499206036,7.54,0.25357407027262857,6.032,0.06247966676183233,5.026666666666666,0.02379687002124078,3.77,0.007044994663916913
0.0,0.0,0.0,0.0,15.084,3.0097914776241015,10.056,1.5568703704135243,7.542,0.25402663206526044,6.0336,0.06257500558401453,5.028,0.023827521062894083,3.771,0.007051837131522763
0.0,0.0,0.0,0.0,15.088000000000001,3.009873964763164,10.058666666666666,1.5588351520348807,7.5440000000000005,0.25447992755900484,6.035200000000001,0.06267048681425247,5.029333333333333,0.023858211270757018,3.7720000000000002,0.007058686229379328
0.0,0.0,0.0,0.0,15.092,3.0099561359670215,10.061333333333334,1.560799788185777,7.546,0.25493395767908045,6.0368,0.06276611065588267,5.030666666666667,0.023888940694069213,3.773,0.0070655419638810816
0.0,0.0,0.0,0.0,15.096,3.010037992428468,10.064,1.562764272269273,7.548,0.2553887233509215,6.0384,0.06286187731250353,5.032,0.023919709382130148,3.774,0.00707240434142859
0.0,0.0,0.0,0.0,15.1,3.0101195353359276,10.066666666666666,1.5647285976904743,7.55,0.25584422550017266,6.04,0.06295778698797523,5.033333333333333,0.023950517384299225,3.775,0.007079273368428553
0.0,0.0,0.0,0.0,15.104000000000001,3.0102007658734697,10.069333333333333,1.5666927578566188,7.5520000000000005,0.25630046505268567,6.0416,0.0630538398864201,5.034666666666666,0.02398136474999574,3.7760000000000002,0.007086149051293792
0.0,0.0,0.0,0.0,15.108,3.0102816852208227,10.072,1.5686567461771674,7.554,0.2567574429345139,6.043200000000001,0.06315003621222309,5.036,0.024012251528699083,3.777,0.007093031396443222
0.0,0.0,0.0,0.0,15.112,3.0103622945533886,10.074666666666666,1.5706205560638902,7.556,0.25721516007191125,6.0448,0.06324637617003162,5.037333333333333,0.024043177769948687,3.778,0.00709992041030192
0.0,0.0,0.0,0.0,15.116,3.010442595042261,10.077333333333334,1.5725841809309569,7.558,0.25767361739132566,6.0464,0.06334285996475614,5.038666666666667,0.02407414352334418,3.779,0.007106816099301097
0.0,0.0,0.0,0.0,15.120000000000001,3.0105225878542345,10.08,1.5745476141950203,7.5600000000000005,0.2581328158193965,6.048,0.06343948780157012,5.04,0.024105148838545334,3.7800000000000002,0.00711371846987811
0.0,0.0,0.0,0.0,15.124,3.010602274151827,10.082666666666666,1.5765108492753115,7.562,0.25859275628294937,6.0496,0.06353625988591075,5.041333333333333,0.02413619376527234,3.781,0.007120627528476435
0.0,0.0,0.0,0.0,15.128,3.0106816550932862,10.085333333333333,1.5784738795937225,7.564,0.2590534397089935,6.051200000000001,0.06363317642347854,5.042666666666666,0.02416727835330567,3.782,0.007127543281545733
0.0,0.0,0.0,0.0,15.132,3.0107607318326095,10.088,1.5804366985748968,7.566,0.25951486702471704,6.0528,0.06373023762023805,5.044,0.02419840265248623,3.783,0.007134465735541817
0.0,0.0,0.0,0.0,15.136000000000001,3.0108395055195576,10.090666666666666,1.582399299646316,7.5680000000000005,0.2599770391574833,6.0544,0.0638274436824181,5.045333333333333,0.02422956671271548,3.7840000000000003,0.007141394896926674
0.0,0.0,0.0,0.0,15.14,3.0109179772996693,10.093333333333334,1.5843616762383887,7.57,0.26043995703482553,6.056,0.06392479481651166,5.046666666666667,0.024260770583955423,3.785,0.007148330772168438
0.0,0.0,0.0,0.0,15.144,3.0109961483142733,10.096,1.5863238217845346,7.572,0.26090362158444474,6.0576,0.06402229122927669,5.048,0.024292014316228606,3.786,0.0071552733677414425
0.0,0.0,0.0,0.0,15.148,3.0110740197005086,10.098666666666666,1.5882857297212774,7.574,0.26136803373420414,6.059200000000001,0.06411993312773573,5.049333333333333,0.024323297959618424,3.787,0.007162222690126199
0.0,0.0,0.0,0.0,15.152000000000001,3.011151592591332,10.101333333333333,1.5902473934883299,7.5760000000000005,0.26183319441212577,6.0608,0.0642177207191766,5.050666666666666,0.02435462156426895,3.7880000000000003,0.007169178745809411
0.0,0.0,0.0,0.0,15.156,3.0112288681155372,10.104,1.5922088065286812,7.578,0.2622991045463861,6.0624,0.06431565421115261,5.052,0.024385985180385098,3.789,0.0071761415412839626
0.0,0.0,0.0,0.0,15.16,3.0113058473977676,10.106666666666666,1.5941699622886842,7.58,0.2627657650653122,6.064,0.0644137338114825,5.053333333333333,0.02441738885823276,3.79,0.007183111083048954
0.0,0.0,0.0,0.0,15.164,3.011382531558531,10.109333333333334,1.5961308542181452,7.582,0.26323317689737685,6.0656,0.06451195972825097,5.054666666666667,0.02444883264813875,3.791,0.007190087377609688
0.0,0.0,0.0,0.0,15.168000000000001,3.0114589217142154,10.112,1.5980914757704028,7.5840000000000005,0.26370134097119574,6.067200000000001,0.0646103321698091,5.056,0.024480316600490888,3.7920000000000003,0.007197070431477674
0.0,0.0,0.0,0.0,15.172,3.011535018977098,10.114666666666666,1.6000518204024263,7.586,0.2641702582155211,6.0688,0.06470885134477393,5.057333333333333,0.024511840765738147,3.793,0.0072040602511706546
0.0,0.0,0.0,0.0,15.176,3.011610824455366,10.117333333333333,1.602011881574897,7.588,0.26463992955923993,6.0704,0.06480751746202938,5.058666666666666,0.02454340519439072,3.794,0.0072110568432125705
0.0,0.0,0.0,0.0,15.18,3.0116863392531266,10.12,1.6039716527522934,7.59,0.26511035593136834,6.072,0.06490633073072628,5.06,0.024575009937019963,3.795,0.007218060214133613
0.0,0.0,0.0,0.0,15.184000000000001,3.0117615644704228,10.122666666666666,1.6059311274029808,7.5920000000000005,0.26558153826104813,6.0736,0.06500529136028235,5.061333333333333,0.024606655044258657,3.7960000000000003,0.007225070370470217
0.0,0.0,0.0,0.0,15.188,3.0118365012032475,10.125333333333334,1.6078902989992998,7.594,0.26605347747754093,6.075200000000001,0.065104399560383,5.062666666666667,0.024638340566800896,3.797,0.007232087318765018
0.0,0.0,0.0,0.0,15.192,3.011911150543556,10.128,1.6098491610176433,7.596,0.26652617451022625,6.0768,0.06520365554098095,5.064,0.024670066555402204,3.798,0.0072391110655669385
0.0,0.0,0.0,0.0,15.196,3.011985513579281,10.130666666666666,1.6118077069385564,7.598,0.26699963028859547,6.0784,0.0653030595122969,5.065333333333333,0.024701833060879655,3.799,0.007246141617431141
0.0,0.0,0.0,0.0,15.200000000000001,3.012059591394349,10.133333333333333,1.613765930246813,7.6000000000000005,0.2674738457422486,6.08,0.06540261168481974,5.066666666666666,0.024733640134111987,3.8000000000000003,0.007253178980919061
0.0,0.0,0.0,0.0,15.204,3.0121333850686876,10.136,1.6157238244315053,7.602,0.26794882180088847,6.0816,0.0655023122693065,5.068,0.024765487826039503,3.801,0.007260223162598363
0.0,0.0,0.0,0.0,15.208,3.0122068956782484,10.138666666666666,1.6176813829861303,7.604,0.26842455939431853,6.083200000000001,0.06560216147678309,5.069333333333333,0.024797376187664262,3.802,0.007267274169042998
0.0,0.0,0.0,0.0,15.212,3.012280124295012,10.141333333333334,1.619638599408674,7.606,0.268901059452437,6.0848,0.06570215951854401,5.070666666666667,0.02482930527005017,3.803,0.007274332006833226
0.0,0.0,0.0,0.0,15.216000000000001,3.0123530719870097,10.144,1.621595467201698,7.6080000000000005,0.26937832290523306,6.0864,0.0658023066061529,5.072,0.02486127512432293,3.8040000000000003,0.007281396682555542
0.0,0.0,0.0,0.0,15.22,3.0124257398183296,10.146666666666667,1.623551979872426,7.61,0.2698563506827815,6.088,0.06590260295144285,5.073333333333333,0.02489328580167025,3.805,0.00728846820280276
0.0,0.0,0.0,0.0,15.224,3.012498128849138,10.149333333333333,1.625508130932828,7.612,0.2703351437152402,6.0896,0.06600304876651646,5.074666666666666,0.024925337353341785,3.806,0.007295546574173972
0.0,0.0,0.0,0.0,15.228,3.012570240135685,10.152,1.6274639138997073,7.614,0.2708147029328441,6.091200000000001,0.06610364426374617,5.076,0.024957429830649292,3.807,0.007302631803274582
0.0,0.0,0.0,0.0,15.232000000000001,3.012642074730326,10.154666666666666,1.629419322294783,7.6160000000000005,0.27129502926590177,6.0928,0.0662043896557744,5.077333333333333,0.024989563284966713,3.8080000000000003,0.0073097238967162964
0.0,0.0,0.0,0.0,15.236,3.0127136336815297,10.157333333333334,1.6313743496447801,7.618,0.27177612364479004,6.0944,0.06630528515551398,5.078666666666667,0.025021737767730153,3.809,0.007316822861117119
0.0,0.0,0.0,0.0,15.24,3.012784918033894,10.16,1.6333289894815055,7.62,0.2722579869999503,6.096,0.06640633097614827,5.08,0.02505395333043798,3.81,0.007323928703101399
0.0,0.0,0.0,0.0,15.244,3.01285592882816,10.162666666666667,1.6352832353419438,7.622,0.27274062026188395,6.0976,0.06650752733113155,5.081333333333333,0.025086210024650953,3.811,0.00733104142929977
0.0,0.0,0.0,0.0,15.248000000000001,3.012926667101222,10.165333333333333,1.6372370807683347,7.6240000000000006,0.2732240243611474,6.099200000000001,0.06660887443418889,5.082666666666666,0.02511850790199229,3.8120000000000003,0.007338161046349247
0.0,0.0,0.0,0.0,15.252,3.0129971338861474,10.168,1.6391905193082608,7.626,0.2737082002283477,6.1008000000000004,0.06671037249931688,5.084,0.025150847014147628,3.813,0.007345287560893131
0.0,0.0,0.0,0.0,15.256,3.013067330212183,10.170666666666666,1.6411435445147287,7.628,0.2741931487941388,6.1024,0.0668120217407836,5.085333333333333,0.025183227412865238,3.814,0.0073524209795811
0.0,0.0,0.0,0.0,15.26,3.013137257104772,10.173333333333334,1.6430961499462589,7.63,0.27467887098921623,6.104,0.06691382237312885,5.086666666666667,0.025215649149956,3.815,0.007359561309069152
0.0,0.0,0.0,0.0,15.264000000000001,3.0132069155855676,10.176,1.6450483291669606,7.632000000000001,0.2751653677443125,6.1056,0.06701577461116448,5.088,0.025248112277293427,3.8160000000000003,0.007366708556019663
0.0,0.0,0.0,0.0,15.268,3.0132763066724455,10.178666666666667,1.647000075746626,7.634,0.27565263999019274,6.107200000000001,0.06711787866997486,5.089333333333333,0.025280616846813868,3.817,0.007373862727101346
0.0,0.0,0.0,0.0,15.272,3.0133454313795163,10.181333333333333,1.6489513832608085,7.636,0.27614068865765024,6.1088000000000005,0.06722013476491638,5.0906666666666665,0.025313162910516555,3.818,0.007381023828989299
0.0,0.0,0.0,0.0,15.276,3.013414290717141,10.184,1.6509022452909061,7.638,0.27662951467750185,6.1104,0.06732254311161852,5.092,0.02534575052046356,3.819,0.007388191868364961
0.0,0.0,0.0,0.0,15.280000000000001,3.0134828856919404,10.186666666666666,1.6528526554242469,7.640000000000001,0.2771191189805833,6.112,0.06742510392598389,5.093333333333333,0.02537837972877994,3.8200000000000003,0.007395366851916206
0.0,0.0,0.0,0.0,15.284,3.0135512173068117,10.189333333333334,1.6548026072541722,7.642,0.27760950249774385,6.1136,0.06752781742418794,5.094666666666667,0.0254110505876539,3.821,0.007402548786337225
0.0,0.0,0.0,0.0,15.288,3.01361928656094,10.192,1.6567520943801144,7.644,0.2781006661598428,6.115200000000001,0.06763068382268007,5.096,0.025443763149336617,3.822,0.007409737678328617
0.0,0.0,0.0,0.0,15.292,3.0136870944498133,10.194666666666667,1.658701110407689,7.646,0.27859261089774445,6.1168000000000005,0.06773370333818313,5.097333333333333,0.025476517466142563,3.823,0.0074169335345974155
0.0,0.0,0.0,0.0,15.296000000000001,3.0137546419652304,10.197333333333333,1.6606496489487714,7.648000000000001,0.279085337642313,6.1184,0.06783687618769388,5.0986666666666665,0.02550931359044943,3.8240000000000003,0.007424136361857006
0.0,0.0,0.0,0.0,15.3,3.01382193009532,10.2,1.6625977036215798,7.65,0.2795788473244076,6.12,0.06794020258848366,5.1,0.02554215157469831,3.825,0.007431346166827209
0.0,0.0,0.0,0.0,15.304,3.013888959824549,10.202666666666666,1.6645452680507598,7.652,0.28007314087487883,6.1216,0.06804368275809791,5.101333333333333,0.0255750314713936,3.826,0.007438562956234239
0.0,0.0,0.0,0.0,15.308,3.0139557321337387,10.205333333333334,1.6664923358674653,7.654,0.280568219224563,6.123200000000001,0.068147316914357,5.102666666666667,0.02560795333310331,3.827,0.007445786736810742
0.0,0.0,0.0,0.0,15.312000000000001,3.0140222480000753,10.208,1.6684389007094373,7.656000000000001,0.2810640833042775,6.1248000000000005,0.06825110527535624,5.104,0.025640917212458782,3.8280000000000003,0.00745301751529579
0.0,0.0,0.0,0.0,15.316,3.0140885083971245,10.210666666666667,1.670384956221093,7.658,0.28156073404481646,6.1264,0.06835504805946592,5.105333333333333,0.025673923162155183,3.829,0.007460255298434879
0.0,0.0,0.0,0.0,15.32,3.0141545142948405,10.213333333333333,1.672330496053602,7.66,0.28205817237694514,6.128,0.0684591454853321,5.1066666666666665,0.02570697123495124,3.83,0.007467500092979952
0.0,0.0,0.0,0.0,15.324,3.014220266659584,10.216,1.6742755138649696,7.662,0.28255639923139597,6.1296,0.0685633977718764,5.108,0.025740061483669523,3.831,0.007474751905689375
0.0,0.0,0.0,0.0,15.328000000000001,3.0142857664541323,10.218666666666666,1.6762200033201171,7.664000000000001,0.28305541553886365,6.131200000000001,0.06866780513829618,5.109333333333333,0.025773193961196365,3.8320000000000003,0.007482010743327983
0.0,0.0,0.0,0.0,15.332,3.01435101463769,10.221333333333334,1.678163958090964,7.666,0.28355522222999935,6.1328000000000005,0.06877236780406518,5.110666666666667,0.025806368720481993,3.833,0.007489276612667056
0.0,0.0,0.0,0.0,15.336,3.014416012165906,10.224,1.6801073718565083,7.668,0.2840558202354069,6.1344,0.06887708598893355,5.112,0.02583958581454069,3.834,0.007496549520484347
0.0,0.0,0.0,0.0,15.34,3.0144807599908807,10.226666666666667,1.682050238302907,7.67,0.28455721048563765,6.136,0.06898195991292788,5.113333333333333,0.025872845296450658,3.835,0.007503829473564052
